PersPerOccupHous,PctHousOwnOcc,MalePctDivorce,FamInc,PctRecImmig8,NormPopulation,Rent,PctPopUnderPov,PctLess9thGrade,PctUnemployed,NumStreet,ViolentCrimesPerPop
0.27,0.38,0.48,Low,0.07,0.01,Low,0.42,0.42,0.49,0,10
0.42,0.48,0.6,Low,0.01,0.01,Low,0.57,0.67,0.38,0,22
0.5,0.65,0.46,Medium,0.02,0.02,Low,0.18,0.19,0.18,0,9
0.33,0.5,0.37,Medium,0.13,0.04,Medium,0.16,0.35,0.37,0,11
0.47,0.84,0.22,Medium,0.07,0.01,Medium,0.03,0.3,0.1,0,6
0.9,0.61,0.35,Medium,0.95,0.07,High,0.16,0.32,0.25,0.01,24
0.38,0.73,0.21,High,0.12,0.01,Medium,0.03,0.09,0.09,0,9
0.59,0.83,0.15,High,0.06,0.02,High,0.05,0.04,0.36,0,3
0.31,0.46,0.34,Low,0,0.01,Low,0.38,0.49,0.26,0,9
0.37,0.54,0.57,Low,0.03,0,Low,0.3,0.27,0.46,0,13
0.49,0.38,0.57,Low,0.05,0.05,Low,0.63,0.39,0.49,0,41
0.31,0.53,0.65,Low,0,0,Low,0.31,0.45,0.14,0,46
0.34,0.63,0.42,Low,0.02,0,Low,0.32,0.33,0.48,0,6
0.21,0.29,0.14,Medium,0.74,0,Medium,0.25,0.24,0.15,0,4
0.34,0.37,0.74,Low,0.01,0.01,Low,0.34,0.67,0.26,0,37
0.41,0.56,0.48,Low,0.03,0.02,Low,0.22,0.28,0.15,0,9
0.3,0.53,0.52,Low,0.05,0,Low,0.44,0.33,0.25,0,8
1,0.36,0.34,Low,1,0.08,Medium,0.58,1,0.87,0,101
0.68,0.9,0.29,Medium,0.04,0.02,High,0.11,0.17,0.25,0,5
0.45,0.45,0.46,Medium,0.05,0.08,Medium,0.15,0.2,0.14,0,7
0.47,0.53,0.56,Low,0.07,0.02,Low,0.55,0.52,0.44,0,101
0.25,0.36,0.67,Medium,0.21,0.07,Medium,0.23,0.12,0.28,0,21
0.27,0.39,0.53,Low,0.16,0.07,Low,0.44,0.17,0.27,0.03,15
0.29,0.3,0.55,Low,0.16,0.2,Low,0.39,0.3,0.26,0,49
0.78,0.88,0.29,Medium,0.66,0.01,High,0.04,0.13,0.24,0,14
0.35,0.39,0.88,Low,0.03,0.28,Low,0.71,0.37,0.71,0.01,68
0.53,0.68,0.33,Medium,0.06,0.03,Medium,0.07,0.12,0.14,0,5
0.29,0.27,0.51,Medium,0.13,0.03,Medium,0.32,0.2,0.36,0,50
0.66,0.57,0.39,Medium,0.88,0.01,Medium,0.07,0.17,0.09,0,6
0.58,0.73,0.34,High,0.22,0.01,Medium,0.05,0.06,0.07,0,3
0.88,0.37,0.45,Low,1,0.04,Medium,0.56,1,0.66,0.02,40
0.28,0.2,0.58,Low,0.16,0.03,Medium,0.4,0.38,0.52,0,30
0.56,0.95,0.05,High,0.16,0.01,High,0.04,0.07,0.17,0,3
0.27,0.32,0.55,Medium,1,0.01,Medium,0.24,0.1,0.13,0,26
0.32,0.54,0.57,Low,0.02,0.05,Low,0.25,0.4,0.17,0,24
0.36,0.57,0.45,Low,0.05,0.02,Low,0.31,0.24,0.4,0,2
0.62,0.7,0.43,Medium,0.27,0.06,Medium,0.12,0.15,0.23,0,13
0.36,0.36,0.59,Medium,0.76,0.17,High,0.11,0.16,0.21,0,11
0.37,0.73,0.29,High,0.14,0.03,Medium,0.03,0.05,0.08,0,5
0.58,0.53,0.53,Low,0.03,0.04,Low,0.76,0.82,0.91,0,15
0.44,0.25,0.75,Low,0.31,0,Low,0.55,0.29,0.45,0.01,21
0.54,0.61,0.51,Medium,0.17,0.08,High,0.12,0.1,0.22,0,14
0.52,0.66,0.33,Low,0.05,0,Low,0.19,0.4,0.29,0,4
0.66,0.6,0.59,Low,0.11,0,Low,0.23,0.15,0.27,0,12
0.34,0.36,0.64,Low,0.03,0.02,Low,0.61,0.66,0.5,0.01,101
0.47,0.57,0.5,Medium,0.04,0.01,Medium,0.19,0.23,0.12,0,29
0.68,0.82,0.14,High,0.08,0,Medium,0.03,0.06,0.22,0,2
0.27,0.3,0.35,Low,0.3,0.09,Low,0.59,0.17,0.28,0.01,25
0.78,0.48,0.43,Low,0.5,0.81,Low,0.67,0.77,0.66,0.22,44
0.58,0.56,0.56,Low,0.05,0.02,Medium,0.26,0.32,0.32,0,21
0.65,0.81,0.28,Medium,0.07,0.01,Medium,0.08,0.18,0.4,0,9
0.06,0.99,0.14,Low,0.04,0.04,High,0.11,0.46,0.42,0,5
0.46,0.54,0.57,Medium,0.1,0.07,Low,0.2,0.21,0.36,0,8
0.31,0.58,0.84,Low,0.08,0,Low,0.34,0.48,0.58,0,6
0.76,0.96,0.04,High,0.09,0.03,Medium,0.05,0.17,0.24,0,5
0.5,0.72,0.13,High,0.24,0,High,0.05,0.16,0.11,0,3
0.37,0.43,0.38,Medium,0.38,0.09,Medium,0.15,0.17,0.4,0,41
0.28,0.29,0.38,Low,0.07,0.01,Low,0.75,0.16,0.63,0.01,17
0.44,0.47,0.63,Low,0.02,0,Low,0.52,0.68,0.37,0,58
0.32,0.61,0.63,Low,0.04,0.01,Low,0.42,0.71,0.28,0,21
0.21,0.56,0.76,Low,0.4,0.1,Medium,0.42,0.33,0.39,0.15,101
0.41,0.67,0.33,Low,0.04,0,Low,0.23,0.36,0.25,0,3
0.51,0.77,0.25,High,0.03,0.01,Medium,0.06,0.17,0.13,0,9
0.27,0.23,0.76,Low,0.37,0.96,Medium,0.44,0.33,0.44,0.3,101
0.33,0.63,0.35,Medium,0.06,0,Medium,0.1,0.37,0.27,0,7
0.44,0.57,0.36,Medium,0.01,0,Medium,0.08,0.21,0.09,0,8
0.32,0.68,0.48,High,0.17,0.03,High,0.06,0.08,0.09,0,9
0.43,0.7,0.23,Medium,0.07,0.03,Medium,0.05,0.25,0.08,0,6
0.33,0.63,0.65,Low,0,0,Low,0.44,0.49,0.62,0,3
0.29,0.34,0.37,Medium,0.26,0.29,Medium,0.42,0.13,0.17,0.01,14
0.45,0.5,0.67,Low,0.03,0.03,Low,0.52,0.31,0.49,0.05,46
0.5,0.39,0.54,Low,0.1,0,Low,0.48,0.34,0.43,0,45
0.44,0.32,0.88,Low,0.01,0.01,Low,0.69,0.75,0.6,0.01,46
0.43,0.56,0.7,Medium,0.82,0.01,Medium,0.25,0.3,0.41,0,40
0.53,0.41,0.54,Medium,0.62,0.16,Medium,0.29,0.34,0.38,0.04,27
0.46,0.05,0.72,Low,0.94,0.1,Medium,0.36,0.37,0.43,0,101
0.42,0.68,0.45,Medium,0.04,0.01,Medium,0.06,0.22,0.13,0,33
0.56,0.42,0.54,Low,0.52,0.2,Medium,0.25,0.33,0.37,0.03,31
0.22,0.57,0.59,Medium,0.47,0.02,Medium,0.18,0.13,0.22,0,32
0.73,0.53,0.49,Medium,0.86,1,High,0.24,0.37,0.33,0.33,28
0.46,0.63,0.18,High,0.27,0.12,High,0.1,0.12,0.2,0,12
0.19,0.34,0.37,Medium,0.16,0.01,Medium,0.15,0.11,0.11,0,8
0.4,0.56,0.64,Low,0.04,0.01,Low,0.41,0.32,0.31,0,10
0.49,0.61,0.51,Low,0.38,0.01,Low,0.42,0.57,0.54,0,27
1,0.63,0.42,Low,0.03,0,Low,0.99,1,0.85,0,18
0.45,0.61,0.3,Medium,0.17,0.05,Medium,0.07,0.04,0.08,0,8
0.6,0.67,0.55,Medium,0.22,0,High,0.16,0.23,0.37,0,32
0.32,0.54,0.57,Medium,0.07,0,Medium,0.13,0.23,0.07,0,8
0.31,0.37,0.71,Low,0.28,0.24,Low,0.43,0.16,0.33,0.37,34
0.01,0.71,0.37,Low,0.02,0.01,Medium,0.14,0.21,0.21,0.01,16
0.42,0.37,0.77,Low,0.06,0.06,Low,0.43,0.24,0.52,0.01,22
0.75,0.73,0.45,Medium,0.28,0.14,High,0.08,0.11,0.22,0,11
0.77,0.39,0.48,Low,0.71,0.03,Low,0.72,0.98,1,0.01,52
0.41,0.81,0.47,Medium,0.14,0.01,Medium,0.18,0.15,0.25,0,18
0.44,0.53,0.61,Low,0,0,Low,0.28,0.32,0.36,0,10
0.38,0.69,0.3,High,0.13,0.02,High,0.05,0.15,0.17,0,4
0.39,0.59,0.49,Low,0.01,0.01,Low,0.38,0.54,0.26,0,16
0.36,0.58,0.29,High,0.19,0.03,Medium,0.08,0.05,0.2,0,18
0.36,0.42,0.45,Low,0.05,0.01,Low,0.24,0.44,0.41,0,15
0.36,0.61,0.42,Low,0.01,0,Low,0.31,0.33,0.51,0,4
0.23,0.17,0.23,Low,0.36,0.08,Low,0.84,0.16,0.43,0,35
1,0.84,0.12,Medium,0.02,0,Low,0.08,0,0.31,0,6
0.33,0.39,0.44,Low,0.03,0.01,Low,0.37,0.59,0.66,0,25
0.71,0.85,0.23,Medium,0.01,0,Medium,0.05,0.02,0.13,0,8
0.28,0.39,0.53,Low,0.07,0.05,Low,0.63,0.53,0.44,0,34
0.22,0.33,0.42,Medium,0.33,0.12,Medium,0.5,0.07,0.29,0.07,10
0.44,0.68,0.22,Medium,0.27,0.03,Medium,0.08,0.17,0.13,0,12
0.3,0.51,0.49,Low,0.03,0.09,Low,0.13,0.25,0.21,0,11
0.64,0.86,0.15,Medium,0.03,0.01,Medium,0.05,0.11,0.08,0,3
0.27,0.36,0.75,Medium,0.19,0.05,Medium,0.17,0.12,0.25,0.01,26
0.58,0.61,0.51,Low,0.05,0.07,Medium,0.28,0.7,0.46,0.05,38
0.61,0.68,0.42,Low,0,0.01,Medium,0.16,0.19,0.38,0,8
0.49,0.45,0.72,Low,0.16,0.01,Medium,0.31,0.39,0.56,0,72
0.38,0.58,0.55,Low,0.01,0.02,Low,0.33,0.29,0.44,0,19
0.32,0.52,0.59,Low,0.03,0.01,Low,0.41,0.64,0.34,0.01,29
0.45,0.64,0.49,Low,0.03,0,Low,0.3,0.3,0.74,0,45
0.39,0.59,0.53,Medium,0.07,0,Medium,0.08,0.08,0.15,0,10
0.25,0.28,0.72,Low,0.04,0,Low,0.21,0.4,0.36,0,20
0.57,0.43,0.61,Low,0.18,1,Low,0.6,0.59,0.59,0.1,29
0.48,0.66,0.24,Medium,0.02,0.02,Medium,0.1,0.14,0.39,0,4
0.69,0.98,0.04,High,0.26,0.03,High,0.02,0.12,0.1,0,5
0.49,0.38,0.29,Medium,0.11,0.02,Medium,0.12,0.19,0.27,0,33
0.3,0.39,0.59,Low,0.01,0,Low,0.71,0.44,0.9,0,20
0.71,0.7,0.52,Low,0.15,0.06,Medium,0.32,0.3,0.61,0,17
0.26,0.33,0.64,Low,0.01,0.01,Low,0.62,0.38,0.47,0,10
0.49,0.33,0.4,Low,0.11,0.04,Low,0.28,0.1,0.32,0,6
0.53,0.61,0.42,Low,0.03,0,Low,0.29,0.29,0.33,0,12
0.4,0.42,0.52,Low,0.11,0.14,Low,0.58,0.42,0.58,0,37
0.6,0.63,0.22,Medium,0.04,0,Medium,0.09,0.23,0.05,0,10
0.33,0.51,0.31,Low,0.07,0.01,Low,0.46,0.45,0.33,0,4
0.54,0.78,0.3,Medium,0.04,0.05,Medium,0.08,0.11,0.21,0,6
0.46,0.81,0.24,Medium,0.1,0.01,Low,0.05,0.04,0.1,0,6
0.52,0.77,0.26,Medium,0.03,0.02,Medium,0.08,0.17,0.18,0,14
0.46,0.82,0.32,High,0.35,0.02,High,0.07,0.06,0.14,0,6
0.46,0.4,0.57,Medium,0.14,0.06,Medium,0.15,0.18,0.19,0,13
0.34,0.6,0.62,Low,0.02,0.01,Low,0.61,0.47,0.64,0,48
0.51,0.84,0.53,Medium,0.05,0.02,Medium,0.11,0.21,0.25,0,18
0.49,0.57,0.45,Medium,0.04,0.01,Medium,0.1,0.19,0.22,0,18
0.47,0.5,0.7,Low,0,0.04,Low,0.79,0.58,0.72,0.05,101
0.6,0.57,0.46,Medium,0.6,0.26,High,0.1,0.15,0.22,0.03,21
0.4,0.6,0.26,Medium,0.13,0.03,High,0.07,0.09,0.27,0,9
0.31,0.39,0.45,Low,0.19,0.11,Low,0.39,0.14,0.37,0,10
0.16,0.18,0.56,Medium,0.03,0,Medium,0.12,0.09,0.15,0,11
0.41,0.6,0.19,High,0.8,0.01,Medium,0.14,0.11,0.18,0,4
0.47,0.54,0.57,Low,0.03,0,Low,0.7,0.53,0.58,0,72
0.25,0.22,0.69,Medium,0.92,0.09,High,0.15,0.22,0.14,0.01,18
0.56,0.79,0.12,High,0.78,0.01,High,0.07,0.11,0.11,0,3
0.32,0.32,0.62,Medium,0.67,0.13,Medium,0.21,0.29,0.3,0,21
0.36,0.46,0.6,Low,0.01,0.02,Low,0.38,0.3,0.48,0,39
0.34,0.31,0.4,Medium,0.33,0.01,Medium,0.12,0.2,0.22,0,10
0.29,0.53,0.58,Medium,0.17,0,Medium,0.13,0.09,0.09,0,7
0.49,0.58,0.28,Medium,0.17,0.02,Medium,0.14,0.65,0.46,0,6
0.54,0.59,0.35,Medium,0.03,0.02,Medium,0.04,0.21,0.19,0,6
0.51,0.15,0.86,Low,1,0.56,Low,0.83,1,0.75,0.61,101
0.29,0.58,0.53,Low,0.02,0.02,Low,0.48,0.41,0.46,0,22
0.29,0.23,0.4,Low,0.32,0.09,Low,0.55,0.3,0.37,0,30
0.5,0.71,0.36,Medium,0.29,0,High,0.03,0.31,0.19,0,5
0.45,0.55,0.52,Medium,0.57,0.05,High,0.11,0.19,0.22,0,13
0.32,0.41,0.68,Medium,0.03,0.04,Medium,0.17,0.18,0.38,0,7
0.38,0.55,0.62,Low,0.02,0,Low,0.28,0.42,0.31,0,22
0.47,0.73,0.37,Medium,0.07,0.06,Medium,0.08,0.21,0.33,0,7
0.54,0.54,0.59,Low,0.73,0.03,Medium,0.35,0.49,0.38,0,52
0.61,0.63,0.57,Medium,0.05,0.02,Medium,0.11,0.16,0.38,0,8
0.41,0.44,0.56,Medium,0.05,0.02,Medium,0.18,0.37,0.17,0,22
0.6,0.72,0.36,Medium,0.05,0.02,Low,0.26,0.23,0.32,0,40
1,0,0.36,Low,1,0.02,Medium,0.73,1,0.69,0,67
0.41,0.56,0.42,Medium,0.03,0.01,Medium,0.15,0.31,0.36,0,4
0.62,0.97,0.12,High,0.06,0,High,0.05,0.14,0.14,0,7
0.46,0.42,0.62,Low,0.03,0.01,Low,0.92,0.81,0.5,0,54
0.47,0.62,0.4,High,0.22,0.06,Medium,0.07,0.09,0.1,0,9
0.41,0.3,0.49,Low,0.3,0.14,Low,0.44,1,0.84,0.03,60
0.29,0.54,0.58,Low,0.03,0.02,Low,0.19,0.3,0.26,0,13
0.24,0.35,0.53,Low,0.01,0.03,Low,0.72,0.5,1,0,30
0.54,0.42,0.73,Low,0.04,0.05,Low,0.67,0.46,0.86,0,101
0.56,0.6,0.38,Medium,0.17,0.02,Low,0.08,0.1,0.15,0,4
0.35,0.5,0.65,Low,0.15,0.1,Low,0.36,0.33,0.33,0.01,30
0.14,0.54,0.56,Low,0.27,0.04,Medium,0.37,0.39,0.66,0,39
0.51,0.99,0.24,High,0.17,0,High,0.07,0.04,0.16,0,7
0.41,0.27,0.73,Low,0.69,0.58,Medium,0.5,0.41,0.63,0.69,101
0.88,0.48,0.24,Low,1,0.01,Low,0.59,1,1,0,31
0.27,0.44,0.68,Medium,0,0,Medium,0.21,0.17,0.22,0,17
0.39,0.62,0.45,Medium,0.11,0.01,Medium,0.21,0.14,0.3,0,30
0.78,0.93,0.07,High,0.05,0.04,High,0.02,0.09,0.11,0,3
0.45,0.5,0.57,Low,0.06,0.2,Low,0.28,0.23,0.35,0,20
0.45,0.46,0.89,Low,0.61,0.03,Low,0.49,0.48,0.62,0,39
0.4,0.55,0.44,Low,0,0,Low,0.52,0.48,0.27,0,32
0.17,0.83,0.52,Medium,0.11,0,Medium,0.12,0.19,0.24,0,8
0.38,0.58,0.48,Low,0.02,0.01,Low,0.49,0.43,0.77,0,12
0.6,0.54,0.56,Medium,0.46,0.16,Medium,0.21,0.23,0.41,0.02,61
0.37,0.53,0.58,Low,0.01,0,Low,0.84,0.83,0.62,0,55
1,0.36,0.3,Low,1,0.12,Medium,0.46,1,0.74,0,46
0.11,0.26,0.76,High,0.2,0.01,High,0.13,0.02,0.04,0,23
0.62,0.78,0.23,High,0.15,0,High,0.02,0.13,0.06,0,3
0.55,0.81,0.2,High,0.1,0.02,High,0.02,0.09,0.1,0,1
0.37,0.47,0.69,Low,0.06,0.06,Low,0.38,0.2,0.44,0.01,23
0.41,0.6,0.3,Low,0.05,0.08,Low,0.28,0.32,0.29,0.19,14
0.36,0.2,0.09,Low,0.11,0,Low,0.88,0.28,0.24,0,7
0.59,0.7,0.45,Medium,0.09,0.02,Low,0.12,0.05,0.19,0,12
0.43,0.71,0.3,Medium,0.11,0.03,Medium,0.04,0.09,0.13,0,4
0.24,0.45,0.85,Low,0.68,0.03,Low,0.45,0.49,0.34,0.05,70
0.6,0.62,0.39,Medium,0.07,0.04,Medium,0.09,0.12,0.25,0,20
0.44,0.48,0.52,Low,0.04,0.03,Low,0.58,0.57,0.38,0,70
0.81,0.37,0.44,Low,0.47,0.01,Low,0.65,1,1,0.02,42
0.59,0.83,0.22,High,0.18,0.01,High,0.05,0.06,0.19,0,9
0.58,0.75,0.52,Medium,0.4,0.05,Medium,0.21,0.21,0.27,0,32
0.6,0.81,0.09,High,0.09,0.03,High,0.07,0.08,0.25,0,9
1,0.36,0.3,Low,1,0.46,Medium,0.48,1,0.56,0.58,46
0.53,0.75,0.27,Medium,0.03,0.02,Medium,0.09,0.19,0.35,0,21
0.42,0.62,0.6,Low,0.02,0,Low,0.4,0.34,0.25,0,20
0.44,0.49,0.51,Medium,0.08,0,Medium,0.17,0.41,0.31,0,4
0.51,0.67,0.69,Low,0.14,0.01,Medium,0.21,0.18,0.2,0,16
0.38,0.5,0.62,Low,0.27,0,Low,0.58,0.62,0.6,0,55
0.25,0.62,0.29,Medium,0.05,0.01,Medium,0.1,0.21,0.13,0,3
0.47,0.81,0.48,Low,0.09,0.01,Medium,0.2,0.38,0.52,0,11
0.29,0.32,0.26,Medium,0.3,0.04,High,0.14,0.28,0.25,0,32
0.43,0.38,0.7,Low,0.12,0.04,Low,0.44,0.33,0.56,0.01,66
0.58,0.62,0.26,Medium,0.26,0.07,Medium,0.08,0.17,0.25,0,7
0.66,0.83,0.23,Medium,0.06,0,Medium,0.07,0.16,0.05,0,3
0.29,0.51,0.42,Low,0.05,0.02,Low,0.55,0.39,0.58,0,7
0.27,0.32,0.47,Low,0.16,0.18,Low,0.59,0.19,0.33,0.07,83
0.41,0.6,0.17,High,0.26,0.01,High,0.08,0.21,0.17,0,3
0.34,0.48,0.73,Low,0.07,0.03,Low,0.42,0.25,0.48,0,15
0.55,0.9,0.15,Medium,0.08,0.01,Medium,0.03,0.09,0.21,0,4
0.31,0.56,0.39,High,0.6,0.05,Medium,0.16,0.16,0.21,0,41
0.64,0.9,0.27,Medium,0.07,0.01,High,0.07,0.14,0.25,0,6
0.45,0.51,0.59,Medium,0.05,0.02,Low,0.17,0.21,0.33,0,13
0.54,0.57,0.45,Low,0,0,Low,1,0.83,0.98,0,62
0.44,0.09,0.69,Low,0.69,0.03,Medium,0.47,0.48,0.66,0.01,101
0.73,0.83,0.32,High,0.28,0.02,High,0.08,0.05,0.18,0,16
0.53,0.66,0.27,Medium,0.23,0.03,Medium,0.12,0.15,0.4,0,10
0.27,0.42,0.81,Low,0.24,0.69,Low,0.38,0.19,0.38,0.34,77
0.55,0.88,0.48,Medium,0.01,0,Low,0.06,0.28,0.13,0,3
0.51,0.63,0.31,Medium,0.2,0.01,Medium,0.08,0.31,0.32,0,7
0.43,0.83,0.18,High,0.05,0,Medium,0.06,0.07,0.04,0,4
0.84,0.74,0.32,Medium,0.11,0.02,Medium,0.06,0.08,0.25,0,7
0.6,0.34,0.58,Low,0.37,0.02,Medium,0.22,0.32,0.28,0,21
0.31,0.46,0.72,Low,0.03,0.01,Low,0.56,0.4,0.48,0,26
0.64,0.94,0.08,Medium,0.05,0.04,High,0.01,0.11,0.07,0,8
0.29,0.59,0.43,Medium,0.07,0.08,Low,0.1,0.14,0.14,0,7
0.58,0.4,0.72,Low,0.4,0.04,Medium,0.39,0.31,0.47,0.27,20
0.36,0.8,0.18,High,0.09,0.04,Medium,0.02,0.04,0.04,0,7
0.29,0.54,0.63,Low,0.02,0,Low,0.29,0.55,0.19,0,17
0.5,0.55,0.5,Low,0.14,0.13,Low,0.38,0.32,0.38,0.01,20
0.47,0.49,0.56,Low,0.14,0.09,Low,0.21,0.17,0.24,0,15
0.55,0.37,0.28,Medium,0.72,0.04,Medium,0.15,0.52,0.38,0,19
0.38,0.58,0.38,Medium,0.34,0.01,Medium,0.12,0.33,0.2,0,12
0.37,0.66,0.5,Medium,0.02,0.02,Low,0.16,0.34,0.19,0,23
0.66,0.84,0.16,Medium,0.09,0.09,Medium,0.05,0.16,0.26,0,4
0.31,0.55,0.87,Low,0.08,0.02,Medium,0.33,0.19,0.41,0,34
0.44,0.51,0.43,Low,0.07,0.01,Low,0.36,0.37,0.61,0,1
0.63,0.66,0.39,Medium,0.08,0,Medium,0.11,0.32,0.28,0,2
0.53,0.61,0.55,Medium,0.07,0,High,0.2,0.12,0.47,0,38
0.37,0.19,0.49,Low,0.13,0.05,Low,0.36,0.69,0.62,0,16
0.53,0.76,0.37,Medium,0.04,0,Medium,0.07,0.35,0.19,0,5
0.46,0.51,0.5,Low,0.05,0,Low,0.27,0.52,0.55,0,36
0.88,0.78,0.31,High,0.37,0.02,High,0.1,0.24,0.18,0,11
0.43,0.37,0.6,Low,0.12,0.01,Low,0.7,0.47,0.47,0,47
0.29,0.65,0.37,Medium,0.03,0.01,Low,0.12,0.13,0.22,0,5
0.34,0.57,0.6,Low,0.02,0.03,Low,0.56,0.4,0.61,0.02,19
0.54,0.45,0.63,Low,0.23,0.26,Low,0.39,0.27,0.45,0.07,41
0.34,0.47,0.4,Low,0.07,0.07,Low,0.33,0.29,0.27,0,7
0.79,0.95,0.18,High,0.08,0,High,0.03,0.06,0.33,0,2
0.55,0.9,0.23,Medium,0.02,0.02,High,0.1,0.26,0.37,0,4
0.27,0.41,0.55,Low,0.12,0.58,Low,0.57,0.31,0.6,0.15,53
0.51,0.58,0.31,Medium,0.01,0.01,Low,0.14,0.06,0.06,0,4
0.36,0.59,0.53,Low,0.01,0.09,Low,0.44,0.28,0.46,0.01,28
0.46,0.51,0.43,Medium,0.46,0.09,Medium,0.14,0.34,0.32,0.09,12
0.64,0.95,0.08,High,0.1,0.04,High,0.04,0.26,0.24,0,4
0.44,0.65,0.33,Medium,0.14,0.02,Medium,0.09,0.13,0.28,0,18
0.4,0.42,0.55,Low,0.19,0.11,Low,0.52,0.33,0.53,0.01,48
0.34,0.54,0.63,Medium,0.26,0.03,High,0.08,0.08,0.15,0.05,23
0.65,0.82,0.31,Medium,0.03,0.01,Low,0.14,0.27,0.12,0,7
0.45,0.59,0.58,Low,0.05,0.02,Low,0.68,0.43,0.55,0,40
0.18,0.62,0.48,Medium,0.3,0.08,Medium,0.09,0.05,0.15,0.02,13
0.54,0.77,0.15,High,0.13,0.02,High,0.05,0.06,0.18,0,3
0.42,0.57,0.53,Medium,0.05,0,Medium,0.11,0.25,0.07,0,27
0.85,0.57,0.48,Medium,0.45,0.12,Medium,0.29,0.36,0.47,0.06,56
0.77,0.57,0.4,Medium,0.6,0.11,Medium,0.21,0.36,0.35,0.02,22
0.32,0.39,0.75,Low,0.03,0,Low,0.43,0.22,0.37,0,13
0.55,0.72,0.24,Medium,0.14,0,High,0.02,0.14,0.17,0,11
0.45,0.53,0.61,Low,0.11,0,Low,0.77,0.62,0.42,0,42
0.43,0.3,0.7,Low,0.1,0.78,Low,0.85,0.45,0.86,0.25,85
0.32,0.42,0.55,Medium,0.67,0.12,High,0.15,0.22,0.23,0.31,19
0.42,0.62,0.23,High,0.42,0.02,High,0.05,0.16,0.14,0,5
0.41,0.49,0.62,Low,0.08,0.1,Low,0.45,0.26,0.46,0.02,35
0.59,0.81,0.26,Medium,0.14,0.02,High,0.04,0.09,0.15,0,8
0.23,0.31,0.57,Medium,0.11,0.08,Low,0.21,0.17,0.28,0,6
0.49,0.79,0.2,Medium,0.01,0.04,Medium,0.09,0.11,0.19,0,3
0.31,0.2,1,Low,0.15,0.03,Low,0.8,0.33,0.53,0,32
0.86,0.27,0.63,Low,1,0.02,Medium,0.46,0.73,0.72,0.15,98
0.52,0.53,0.62,Low,0.12,0.13,Low,0.51,0.49,0.48,0,34
0.43,0.57,0.36,Medium,0.42,0.03,Medium,0.06,0.21,0.14,0,13
0.48,0.42,0.56,Low,0.03,0.02,Low,0.96,0.57,0.74,0,101
0.46,0.52,0.5,Low,0,0,Low,0.67,0.75,0.77,0,97
0.84,0.81,0.41,Medium,0.11,0.02,Medium,0.13,0.16,0.29,0,26
0.42,0.61,0.4,Low,0.02,0,Low,0.2,0.27,0.18,0,4
0.53,0.78,0.23,Medium,0.05,0.03,Low,0.14,0.66,0.51,0,13
0.37,0.6,0.73,Medium,0.22,0.04,Medium,0.14,0.1,0.21,0.05,15
0.19,0.5,0.79,Low,0.65,0.05,Medium,0.33,0.27,0.32,0,53
0.42,0.66,0.47,Medium,0.03,0,Low,0.18,0.11,0.22,0,6
0.69,0.82,0.22,Medium,0.37,0.02,Medium,0.05,0.11,0.21,0,10
0.45,0.52,0.61,Low,0.02,0.01,Low,0.38,0.3,0.68,0,15
0.2,0.51,0.76,Low,0.04,0.04,Low,0.66,0.51,0.42,0.01,37
0.56,0.79,0.35,High,0.61,0.01,High,0.07,0.15,0.09,0,5
0.59,0.36,0.57,Low,0.61,0.55,Low,0.64,0.55,0.56,0.28,60
0.38,0.48,0.46,Medium,0.04,0.03,Medium,0.19,0.29,0.42,0,50
0.37,0.32,0.72,Medium,0.43,0.02,Medium,0.27,0.24,0.26,0.15,54
0.32,0.62,0.47,Low,0.02,0,Low,0.37,0.52,0.25,0,7
0.29,0.38,0.29,Low,0.11,0,Low,0.56,0.39,0.51,0,20
0.57,0.45,0.52,Low,0.26,0.03,Low,0.41,0.45,0.6,0,29
0.5,0.46,0.65,Low,0.2,0,Medium,0.33,0.42,0.7,0,15
0.53,0.35,0.56,Low,0.04,0.02,Low,0.68,0.59,0.57,0,91
0.36,0.58,0.72,Low,0,0.01,Low,0.52,0.57,0.77,0,6
0.27,0.76,0.44,Low,0.22,0.05,Medium,0.19,0.24,0.31,0,16
0.47,0.47,0.61,Low,0.02,0.06,Low,0.77,0.48,0.77,0,101
0.4,0.52,0.47,Medium,0.02,0,Low,0.32,0.33,0.53,0,22
0.58,0.87,0.16,High,0.14,0.01,High,0.06,0.07,0.2,0,3
0.31,0.27,0.2,Low,0.32,0.01,Low,0.62,0.12,0.37,0,8
0.37,0.57,0.59,Low,0.02,0.02,Low,0.66,0.37,0.48,0,22
0.44,0.62,0.87,Low,0.04,0.01,Low,0.55,0.38,0.51,0,22
0.32,0.43,0.77,Low,0.02,0.01,Low,0.6,0.87,0.47,0,41
0.62,0.91,0.08,High,0.07,0,High,0.01,0.19,0.06,0,5
0.88,0.52,0.29,Low,0.6,0.12,Low,0.88,1,0.7,0.01,32
0.44,0.57,0.44,Medium,0.05,0.05,Medium,0.09,0.17,0.18,0,21
0.36,0.52,0.6,Low,0.04,0,Low,0.15,0.37,0.28,0,6
0.29,0.46,0.7,Low,0.09,0.57,Low,0.39,0.17,0.37,0.21,55
0.85,0.53,0.54,Low,0.75,0.03,Medium,0.44,0.4,0.49,0.05,55
0.42,0.48,0.45,Low,0.28,0.01,Low,0.33,0.26,0.27,0.16,12
0.4,0.72,0.39,Low,0.09,0.1,Medium,0.14,0.18,0.24,0,14
