Date,Month,Year,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
5/4/2022,5,2022,Peacock 1B717 Premium,Peacock 1B717 Premium,4.99,debit,Restaurants,CREDIT CARD,,
5/4/2022,5,2022,CRUMBL TANASBOURNE,CRUMBL TANASBOURNE,17,debit,Restaurants,CREDIT CARD,,
5/3/2022,5,2022,HOODLAND THRFTWY,HOODLAND THRFTWY,20.25,debit,Groceries,CREDIT CARD,,
5/3/2022,5,2022,VCA ROCK CREEK AH# 924,VCA ROCK CREEK AH# 924,37.4,debit,Veterinary,CREDIT CARD,,
5/2/2022,5,2022,SPACE AGE#23,SPACE AGE#23,55.9,debit,Gas & Fuel,CREDIT CARD,,
5/2/2022,5,2022,HOODLAND THRFTWY,HOODLAND THRFTWY,22.66,debit,Groceries,CREDIT CARD,,
5/2/2022,5,2022,Coffee House,SQ *COFFEE HOUSE 26,9.75,debit,Fast Food,CREDIT CARD,,
5/2/2022,5,2022,Mt. Hood,MT. HOOD BREWING COMPA,24,debit,Alcohol & Bars,CREDIT CARD,,
5/2/2022,5,2022,TIMBERLINE GIFT SHOP,TIMBERLINE GIFT SHOP,52,debit,Gift,CREDIT CARD,,
5/1/2022,5,2022,SQ *COFFEE HOUSE 26,SQ *COFFEE HOUSE 26,23.5,debit,Coffee Shops,CREDIT CARD,,
5/1/2022,5,2022,MT HOOD VILLAGE MAR,MT HOOD VILLAGE MAR,44.15,debit,Gym,CREDIT CARD,,
5/1/2022,5,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
5/1/2022,5,2022,Google YouTube Videos,Google YouTube Videos,5.99,debit,Advertising,CREDIT CARD,,
5/1/2022,5,2022,MT HOOD VILLAGE MAR,MT HOOD VILLAGE MAR,22.28,debit,Gym,CREDIT CARD,,
4/29/2022,4,2022,CHIPOTLE ONLINE,CHIPOTLE ONLINE,38.15,debit,Fast Food,CREDIT CARD,,
4/27/2022,4,2022,WHOLEFDS TAN 10327,WHOLEFDS TAN 10327,56.12,debit,Groceries,CREDIT CARD,,
4/26/2022,4,2022,Ex Novo Brewing Co.,EX NOVO BREWING,36,debit,Alcohol & Bars,CREDIT CARD,,
4/25/2022,4,2022,SPEAKEASY,SPEAKEASY,15,debit,Alcohol & Bars,CREDIT CARD,,
4/25/2022,4,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
4/25/2022,4,2022,SPEAKEASY,SPEAKEASY,15,debit,Alcohol & Bars,CREDIT CARD,,
4/24/2022,4,2022,THAI BLOOM FOOD CART,THAI BLOOM FOOD CART,32.38,debit,Restaurants,CREDIT CARD,,
4/24/2022,4,2022,COSTCO GAS #0009,COSTCO GAS #0009,65.38,debit,Gas & Fuel,CREDIT CARD,,
4/24/2022,4,2022,AMERIGAS PROPANE LP,AMERIGAS PROPANE LP,17.92,debit,Shopping,CREDIT CARD,,
4/22/2022,4,2022,Leka Playland Inc.,"SQ *LEKA PLAYLAND, INC",14,debit,Hair,CREDIT CARD,,
4/22/2022,4,2022,HEALTHY PAWS PET INSURAN,HEALTHY PAWS PET INSURAN,72.4,debit,Pets,CREDIT CARD,,
4/21/2022,4,2022,SAFEWAY #1230,SAFEWAY #1230,12.57,debit,Groceries,CREDIT CARD,,
4/21/2022,4,2022,WWW COSTCO COM,WWW COSTCO COM,47.99,debit,Shopping,CREDIT CARD,,
4/20/2022,4,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
4/20/2022,4,2022,FRED MEYER 0482,FRED MEYER 0482,7.28,debit,Groceries,CREDIT CARD,,
4/20/2022,4,2022,PETSMART # 2051,PETSMART # 2051,64.99,debit,Pet Food & Supplies,CREDIT CARD,,
4/20/2022,4,2022,FRED MEYER 0482,FRED MEYER 0482,20.99,debit,Groceries,CREDIT CARD,,
4/19/2022,4,2022,WWW COSTCO COM,WWW COSTCO COM,47.99,debit,Shopping,CREDIT CARD,,
4/19/2022,4,2022,WWW COSTCO COM,WWW COSTCO COM,47.99,debit,Shopping,CREDIT CARD,,
4/18/2022,4,2022,PETSMART # 2051,PETSMART # 2051,21.99,debit,Pet Food & Supplies,CREDIT CARD,,
4/18/2022,4,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
4/17/2022,4,2022,DD DOORDASH GYROHOUSE,DD DOORDASH GYROHOUSE,28.99,debit,Food Delivery,CREDIT CARD,,
4/17/2022,4,2022,RED SHED,RED SHED,8.25,debit,Restaurants,CREDIT CARD,,
4/17/2022,4,2022,CRUMBL,CRUMBL,17.25,debit,Restaurants,CREDIT CARD,,
4/17/2022,4,2022,COSTCO WHSE #0009,COSTCO WHSE #0009,238.26,debit,Shopping,CREDIT CARD,,
4/17/2022,4,2022,SAFEWAY #1230,SAFEWAY #1230,6.46,debit,Groceries,CREDIT CARD,,
4/17/2022,4,2022,FRED MEYER 0661,FRED MEYER 0661,20.78,debit,Groceries,CREDIT CARD,,
4/14/2022,4,2022,SAFEWAY #1230,SAFEWAY #1230,33.13,debit,Groceries,CREDIT CARD,,
4/14/2022,4,2022,APPLE.COM/BILL,APPLE.COM/BILL,9.99,debit,Electronics & Software,CREDIT CARD,,
4/13/2022,4,2022,PCH CABLES INC,PCH CABLES INC,12.85,debit,Shopping,CREDIT CARD,,
4/12/2022,4,2022,JIMMY JOHNS # 1406 -,JIMMY JOHNS # 1406 -,21.22,debit,Restaurants,CREDIT CARD,,
4/11/2022,4,2022,FRED MEYER 0035,FRED MEYER 0035,201.55,debit,Groceries,CREDIT CARD,,
4/11/2022,4,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
4/10/2022,4,2022,CHIPOTLE ONLINE,CHIPOTLE ONLINE,36.1,debit,Fast Food,CREDIT CARD,,
4/10/2022,4,2022,SPACE AGE#23,SPACE AGE#23,55.31,debit,Gas & Fuel,CREDIT CARD,,
4/10/2022,4,2022,APPLE.COM/BILL,APPLE.COM/BILL,2.99,debit,Electronics & Software,CREDIT CARD,,
4/10/2022,4,2022,LION HEART COFFEE,LION HEART COFFEE,17,debit,Coffee Shops,CREDIT CARD,,
4/8/2022,4,2022,TARGET        00009100,TARGET        00009100,3.98,debit,Shopping,CREDIT CARD,,
4/8/2022,4,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
4/8/2022,4,2022,SPACE AGE#23,SPACE AGE#23,65.5,debit,Gas & Fuel,CREDIT CARD,,
4/8/2022,4,2022,RITE AID 05339,RITE AID 05339,45,debit,Pharmacy,CREDIT CARD,,
4/6/2022,4,2022,PETSMART # 2051,PETSMART # 2051,11.99,debit,Pet Food & Supplies,CREDIT CARD,,
4/5/2022,4,2022,JIMMY JOHNS # 1406 -,JIMMY JOHNS # 1406 -,19.09,debit,Restaurants,CREDIT CARD,,
4/4/2022,4,2022,PUBLIC COAST BREWING CO,PUBLIC COAST BREWING CO,17.07,debit,Restaurants,CREDIT CARD,,
4/4/2022,4,2022,PUBLIC COAST BREWING CO,PUBLIC COAST BREWING CO,44.97,debit,Restaurants,CREDIT CARD,,
4/4/2022,4,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
4/4/2022,4,2022,Peacock 3D331 Premium,Peacock 3D331 Premium,4.99,debit,Entertainment,CREDIT CARD,,
4/4/2022,4,2022,BUY BUY BABY #3124.,BUY BUY BABY #3124.,6.99,debit,Baby Supplies,CREDIT CARD,,
4/3/2022,4,2022,CHIPOTLE ONLINE,CHIPOTLE ONLINE,20.45,debit,Fast Food,CREDIT CARD,,
4/3/2022,4,2022,TARGET        00009100,TARGET        00009100,13.25,debit,Shopping,CREDIT CARD,,
4/3/2022,4,2022,SQ *ISLAND GRINDS,SQ *ISLAND GRINDS,11.25,debit,Restaurants,CREDIT CARD,,
4/3/2022,4,2022,WILDWOOD TAPHOUSE LLC,WILDWOOD TAPHOUSE LLC,24,debit,Alcohol & Bars,CREDIT CARD,,
4/3/2022,4,2022,FRED MEYER 0482,FRED MEYER 0482,20.63,debit,Groceries,CREDIT CARD,,
4/3/2022,4,2022,TARGET        00009100,TARGET        00009100,6.1,debit,Shopping,CREDIT CARD,,
4/1/2022,4,2022,WHOLEFDS TAN 10327,WHOLEFDS TAN 10327,33.73,debit,Groceries,CREDIT CARD,,
4/1/2022,4,2022,WHOLEFDS TAN 10327,WHOLEFDS TAN 10327,59.17,debit,Groceries,CREDIT CARD,,
4/1/2022,4,2022,VACASA LLC,VACASA LLC,352.47,debit,Hotel,CREDIT CARD,,
3/31/2022,3,2022,ZONA ROSA,ZONA ROSA,12.9,debit,Restaurants,CREDIT CARD,,
3/31/2022,3,2022,SAFEWAY #2448,SAFEWAY #2448,9.99,debit,Groceries,CREDIT CARD,,
3/30/2022,3,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
3/29/2022,3,2022,2LEVY@TMBRS,2LEVY@TMBRS,27.6,debit,Alcohol & Bars,CREDIT CARD,,
3/29/2022,3,2022,GROUNDED NW LLC,GROUNDED NW LLC,10.5,debit,Coffee Shops,CREDIT CARD,,
3/29/2022,3,2022,FRED MEYER 0661,FRED MEYER 0661,53.16,debit,Groceries,CREDIT CARD,,
3/29/2022,3,2022,PRIME TAPHOUSE LLC,PRIME TAPHOUSE LLC,32.1,debit,Restaurants,CREDIT CARD,,
3/29/2022,3,2022,CHEVRON 0207195,CHEVRON 0207195,79.52,debit,Gas & Fuel,CREDIT CARD,,
3/28/2022,3,2022,CITY OF PORTLAND DEPT,CITY OF PORTLAND DEPT,8,debit,Fees & Charges,CREDIT CARD,,
3/28/2022,3,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
3/27/2022,3,2022,TARGET        00009100,TARGET        00009100,46.31,debit,Shopping,CREDIT CARD,,
3/27/2022,3,2022,CHICK-FIL-A #03489,CHICK-FIL-A #03489,14.28,debit,Fast Food,CREDIT CARD,,
3/27/2022,3,2022,TARGET        00009100,TARGET        00009100,15.66,debit,Shopping,CREDIT CARD,,
3/25/2022,3,2022,Slowbomb Coffee,SQ *SLOWBOMB COFFEEHOUSE,18.6,debit,Fast Food,CREDIT CARD,,
3/23/2022,3,2022,LITTLE SLEEPIES,LITTLE SLEEPIES,29.75,debit,Restaurants,CREDIT CARD,,
3/23/2022,3,2022,BT SEATGEEK TICKETS,BT SEATGEEK TICKETS,112.5,debit,Entertainment,CREDIT CARD,,
3/22/2022,3,2022,HEALTHY PAWS PET INSURAN,HEALTHY PAWS PET INSURAN,72.4,debit,Pets,CREDIT CARD,,
3/21/2022,3,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
3/20/2022,3,2022,WILDWOOD TAPHOUSE LLC,WILDWOOD TAPHOUSE LLC,40.07,debit,Alcohol & Bars,CREDIT CARD,,
3/18/2022,3,2022,CSA-GGA-DAM/TRIPINSURA,CSA-GGA-DAM/TRIPINSURA,59,debit,Vacation,CREDIT CARD,,
3/18/2022,3,2022,VACASA LLC,VACASA LLC,352.48,debit,Hotel,CREDIT CARD,,
3/18/2022,3,2022,CHIPOTLE ONLINE,CHIPOTLE ONLINE,36.53,debit,Fast Food,CREDIT CARD,,
3/17/2022,3,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
3/17/2022,3,2022,Vrbo Fee,Vrbo Fee,83,debit,Fees & Charges,CREDIT CARD,,
3/16/2022,3,2022,COSTCO WHSE #0009,COSTCO WHSE #0009,58.56,debit,Shopping,CREDIT CARD,,
3/14/2022,3,2022,A Dogs Hide A Way LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
3/14/2022,3,2022,Apple,APPLE.COM/BILL,9.99,debit,Electronics & Software,CREDIT CARD,,
3/13/2022,3,2022,WILDWOOD TAPHOUSE LLC,WILDWOOD TAPHOUSE LLC,42.55,debit,Alcohol & Bars,CREDIT CARD,,
3/13/2022,3,2022,PAYPAL *FARBERSWIM,PAYPAL *FARBERSWIM,16.25,debit,Groceries,CREDIT CARD,,
3/10/2022,3,2022,"SHUTTERFLY, INC.","SHUTTERFLY, INC.",29.94,debit,Hobbies,CREDIT CARD,,
3/10/2022,3,2022,APPLE.COM/BILL,APPLE.COM/BILL,2.99,debit,Electronics & Software,CREDIT CARD,,
3/9/2022,3,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
3/9/2022,3,2022,SAFEWAY #1230,SAFEWAY #1230,2.68,debit,Groceries,CREDIT CARD,,
3/7/2022,3,2022,COSTCO WHSE #0009,COSTCO WHSE #0009,3.98,debit,Shopping,CREDIT CARD,,
3/7/2022,3,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
3/7/2022,3,2022,COSTCO WHSE #0009,COSTCO WHSE #0009,155.8,debit,Shopping,CREDIT CARD,,
3/7/2022,3,2022,COSTCO WHSE #0009,COSTCO WHSE #0009,42.99,debit,Shopping,CREDIT CARD,,
3/6/2022,3,2022,PEETS 16607,PEETS 16607,16.3,debit,Coffee Shops,CREDIT CARD,,
3/6/2022,3,2022,WILDWOOD TAPHOUSE LLC,WILDWOOD TAPHOUSE LLC,52.32,debit,Alcohol & Bars,CREDIT CARD,,
3/4/2022,3,2022,Peacock 98D20 Premium,Peacock 98D20 Premium,4.99,debit,Television,CREDIT CARD,,
3/3/2022,3,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
3/2/2022,3,2022,LITTLE SLEEPIES,LITTLE SLEEPIES,27.2,debit,Restaurants,CREDIT CARD,,
2/28/2022,2,2022,A DOGS HIDE A WAY LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
2/25/2022,2,2022,WHOLEFDS TAN 10327,WHOLEFDS TAN 10327,52.31,debit,Groceries,CREDIT CARD,,
2/24/2022,2,2022,"SHUTTERFLY, INC.","SHUTTERFLY, INC.",14.44,debit,Hobbies,CREDIT CARD,,
2/22/2022,2,2022,Mtx Braking,MTX BRAKING,65.98,debit,Uncategorized,CREDIT CARD,,
2/22/2022,2,2022,HEALTHY PAWS PET INSURAN,HEALTHY PAWS PET INSURAN,72.4,debit,Pets,CREDIT CARD,,
2/20/2022,2,2022,SAFEWAY #1230,SAFEWAY #1230,12.56,debit,Groceries,CREDIT CARD,,
2/18/2022,2,2022,CCI*CARE.COM,CCI*CARE.COM,31.16,debit,Babysitter & Daycare,CREDIT CARD,,
2/17/2022,2,2022,REI,REI.COM  800-426-4840,53.43,debit,Sporting Goods,CREDIT CARD,,
2/16/2022,2,2022,A Dogs Hide A Way LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
2/15/2022,2,2022,Whole Foods,WHOLEFDS TAN 10327,19.99,debit,Groceries,CREDIT CARD,,
2/15/2022,2,2022,CRUMBL TANASBOURNE,CRUMBL TANASBOURNE,24,debit,Restaurants,CREDIT CARD,,
2/14/2022,2,2022,Market of Choice,MARKET OF CHOICE #2,110.5,debit,Groceries,CREDIT CARD,,
2/14/2022,2,2022,Apple,APPLE.COM/BILL,9.99,debit,Electronics & Software,CREDIT CARD,,
2/14/2022,2,2022,A Dogs Hide A Way LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
2/13/2022,2,2022,Black Rock Coffee,PP*BLACKROCKCOFFEE001,8.1,debit,Coffee Shops,CREDIT CARD,,
2/13/2022,2,2022,Whole Foods,WHOLEFDS TAN 10327,42.15,debit,Groceries,CREDIT CARD,,
2/11/2022,2,2022,Safeway,SAFEWAY #1230,9.48,debit,Groceries,CREDIT CARD,,
2/11/2022,2,2022,SPACE AGE#23,SPACE AGE#23,55.85,debit,Gas & Fuel,CREDIT CARD,,
2/11/2022,2,2022,Target,TARGET        00009100,46.1,debit,Shopping,CREDIT CARD,,
2/10/2022,2,2022,Apple,APPLE.COM/BILL,2.99,debit,Electronics & Software,CREDIT CARD,,
2/9/2022,2,2022,BASSITT'S SERVICE,BASSITT'S SERVICE,150,debit,Misc Expenses,CREDIT CARD,,
2/7/2022,2,2022,A Dogs Hide A Way LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
2/7/2022,2,2022,Vertigo Brewing,VERTIGO BREWING,34.2,debit,Alcohol & Bars,CREDIT CARD,,
2/7/2022,2,2022,Chipotle,CHIPOTLE ONLINE,39.38,debit,Fast Food,CREDIT CARD,,
2/6/2022,2,2022,Uber Eats,UBER *EATS HELP.UBER.COM,39.75,debit,Food & Dining,CREDIT CARD,,
2/4/2022,2,2022,Qdoba Mexican Grill,QDOBA 2244,15.29,debit,Fast Food,CREDIT CARD,,
2/4/2022,2,2022,Peacock X7155 Premium,Peacock X7155 Premium,4.99,debit,Entertainment,CREDIT CARD,,
2/3/2022,2,2022,Whole Foods,WHOLEFDS TAN 10327,45.66,debit,Groceries,CREDIT CARD,,
2/2/2022,2,2022,Lyft,LYFT   RIDE MON 5PM,19,debit,Ride Share,CREDIT CARD,,
2/2/2022,2,2022,A Dogs Hide A Way LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
2/2/2022,2,2022,Whole Foods,WHOLEFDS TAN 10327,14.47,debit,Groceries,CREDIT CARD,,
2/1/2022,2,2022,Nissan,NISSAN SUBARU CONV,474.75,debit,Service & Parts,CREDIT CARD,,
2/1/2022,2,2022,Target,TARGET        00009100,11.49,debit,Shopping,CREDIT CARD,,
1/31/2022,1,2022,BuyBuyBaby,BUY BUY BABY #3124,133.03,debit,Baby Supplies,CREDIT CARD,,
1/30/2022,1,2022,Thornton Family Coffee Roasters,SQ *THORNTON FAMILY COFFE,22.5,debit,Fast Food,CREDIT CARD,,
1/30/2022,1,2022,Columbus Airport Hotels,COLUMBUS AIRPORT VEND,2.5,debit,Air Travel,CREDIT CARD,,
1/30/2022,1,2022,FIRST WATCH - 061,FIRST WATCH - 061,26.31,debit,Restaurants,CREDIT CARD,,
1/30/2022,1,2022,New Seasons Market LLC,NEW SEASONS MARKET,131.06,debit,Groceries,CREDIT CARD,,
1/30/2022,1,2022,Columbus Airport Hotels,COLUMBUS AIRPORT VEND,2.5,debit,Air Travel,CREDIT CARD,,
1/30/2022,1,2022,CNP LAND-GRANT CONC B,CNP LAND-GRANT CONC B,24.23,debit,Alcohol & Bars,CREDIT CARD,,
1/30/2022,1,2022,Levy Restaurants,LEVY RESTAURANTS @ COL,12.86,debit,Restaurants,CREDIT CARD,,
1/30/2022,1,2022,VendingCustomerService.co,VendingCustomerService.co,3.5,debit,Fast Food,CREDIT CARD,,
1/30/2022,1,2022,Starbucks,STARBUCKS CMH,7.9,debit,Coffee Shops,CREDIT CARD,,
1/30/2022,1,2022,PDX AIRPORT PARKING,PDX AIRPORT PARKING,54,debit,Parking,CREDIT CARD,,
1/30/2022,1,2022,Levy Restaurants,LEVY RESTAURANTS @ COL,14.84,debit,Restaurants,CREDIT CARD,,
1/30/2022,1,2022,0561-CLB TRAVELMART B,0561-CLB TRAVELMART B,2.79,debit,Travel,CREDIT CARD,,
1/30/2022,1,2022,Starbucks,STARBUCKS PS CMH,2.9,debit,Coffee Shops,CREDIT CARD,,
1/30/2022,1,2022,Costco,COSTCO WHSE #0009,18.92,debit,Groceries,CREDIT CARD,,
1/30/2022,1,2022,0551-CLB SHORT NORTH M,0551-CLB SHORT NORTH M,9.83,debit,Shopping,CREDIT CARD,,
1/30/2022,1,2022,0553-CLB COLUMBUS MARK,0553-CLB COLUMBUS MARK,4.99,debit,Groceries,CREDIT CARD,,
1/28/2022,1,2022,LEVY @ COLUMBUS CREW,SQ *LEVY @ COLUMBUS CREW,37.62,debit,Restaurants,CREDIT CARD,,
1/28/2022,1,2022,LEVY @ COLUMBUS CREW,SQ *LEVY @ COLUMBUS CREW,10.61,debit,Restaurants,CREDIT CARD,,
1/28/2022,1,2022,UNITED 0169967933143,UNITED      0169967933143,47,debit,Air Travel,CREDIT CARD,,
1/28/2022,1,2022,TST* 4023 BAREBURGER - SH,TST* 4023 BAREBURGER - SH,43.06,debit,Restaurants,CREDIT CARD,,
1/28/2022,1,2022,PARKCOLUMBUS.COM METER,PARKCOLUMBUS.COM METER,3,debit,Parking,CREDIT CARD,,
1/28/2022,1,2022,TST* Arch City Tavern,TST* Arch City Tavern,43.49,debit,Restaurants,CREDIT CARD,,
1/26/2022,1,2022,A Dogs Hide A Way LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
1/26/2022,1,2022,Whole Foods,WHOLEFDS TAN 10327,38.96,debit,Groceries,CREDIT CARD,,
1/25/2022,1,2022,Fred Meyer,FRED MEYER 0482,6.09,debit,Groceries,CREDIT CARD,,
1/24/2022,1,2022,OREGON MUS OF SCI & IN,OREGON MUS OF SCI & IN,30.98,debit,Travel,CREDIT CARD,,
1/24/2022,1,2022,A Dogs Hide A Way LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
1/24/2022,1,2022,SCHMIZZA PUBLIC HOUSE,SCHMIZZA PUBLIC HOUSE,54,debit,Restaurants,CREDIT CARD,,
1/24/2022,1,2022,SPACE AGE#23,SPACE AGE#23,53.6,debit,Gas & Fuel,CREDIT CARD,,
1/24/2022,1,2022,OREGON MUSEUM SCIENCE,OREGON MUSEUM SCIENCE,5,debit,Arts,CREDIT CARD,,
1/23/2022,1,2022,Airbnb,AIRBNB  HMTBSFZ4ZS,110.36,debit,Hotel,CREDIT CARD,,
1/23/2022,1,2022,HEALTHY PAWS PET INSURAN,HEALTHY PAWS PET INSURAN,72.4,debit,Pets,CREDIT CARD,,
1/23/2022,1,2022,Fred Meyer,FRED MEYER 0482,50.54,debit,Groceries,CREDIT CARD,,
1/20/2022,1,2022,A Dogs Hide A Way LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
1/18/2022,1,2022,Chipotle,CHIPOTLE ONLINE,17.65,debit,Fast Food,CREDIT CARD,,
1/17/2022,1,2022,"AmeriGas Propane, L.P.",AMERIGAS PROPANE LP,17.92,debit,Home Supplies,CREDIT CARD,,
1/17/2022,1,2022,Peet's Coffee,PEETS 16607,9.25,debit,Coffee Shops,CREDIT CARD,,
1/17/2022,1,2022,Fred Meyer,FRED MEYER 0482,20.6,debit,Groceries,CREDIT CARD,,
1/16/2022,1,2022,Costco,COSTCO WHSE #0009,172.01,debit,Groceries,CREDIT CARD,,
1/16/2022,1,2022,Whole Foods,WHOLEFDS TAN 10327,86.38,debit,Groceries,CREDIT CARD,,
1/14/2022,1,2022,Apple,APPLE.COM/BILL,9.99,debit,Electronics & Software,CREDIT CARD,,
1/13/2022,1,2022,OHSU CHH2 CAFES,OHSU CHH2 CAFES,2.5,debit,Restaurants,CREDIT CARD,,
1/12/2022,1,2022,LITTLE SLEEPIES,LITTLE SLEEPIES,27.2,debit,Restaurants,CREDIT CARD,,
1/12/2022,1,2022,A Dogs Hide A Way LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
1/11/2022,1,2022,Home Depot,THE HOME DEPOT 4001,121.95,debit,Shopping,CREDIT CARD,,
1/11/2022,1,2022,USA*CSC TEP CO,USA*CSC TEP CO,2,debit,Utilities,CREDIT CARD,,
1/11/2022,1,2022,BuyBuyBaby,BUY BUY BABY #3124,237.99,credit,Baby Supplies,CREDIT CARD,,
1/10/2022,1,2022,Whole Foods,WHOLEFDS TAN 10327,14.17,debit,Groceries,CREDIT CARD,,
1/10/2022,1,2022,BLU OLIVE,BLU OLIVE,49.2,debit,Restaurants,CREDIT CARD,,
1/10/2022,1,2022,Fred Meyer,FRED MEYER 0482,70.15,debit,Groceries,CREDIT CARD,,
1/10/2022,1,2022,Market of Choice,MARKET OF CHOICE #2,42.26,debit,Groceries,CREDIT CARD,,
1/10/2022,1,2022,Apple,APPLE.COM/BILL,2.99,debit,Electronics & Software,CREDIT CARD,,
1/10/2022,1,2022,2LEVY AT OMZ,2LEVY AT OMZ,6.9,debit,Restaurants,CREDIT CARD,,
1/9/2022,1,2022,Oregon Zoo,OREGON ZOO,55,debit,Entertainment,CREDIT CARD,,
1/9/2022,1,2022,Fred Meyer,FRED MEYER 0482,27.29,debit,Groceries,CREDIT CARD,,
1/9/2022,1,2022,YouTube Videos,GOOGLE *YouTube Videos,3.99,debit,Television,CREDIT CARD,,
1/7/2022,1,2022,Uber Eats,UBER   EATS,0.84,debit,Food & Dining,CREDIT CARD,,
1/6/2022,1,2022,A Dogs Hide A Way LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
1/6/2022,1,2022,Uber Eats,UBER   EATS,8.88,debit,Food & Dining,CREDIT CARD,,
1/4/2022,1,2022,Fred Meyer,FRED MEYER 0482,35.65,debit,Groceries,CREDIT CARD,,
1/4/2022,1,2022,Peacock 2C7E3 Premium,Peacock 2C7E3 Premium,4.99,debit,Entertainment,CREDIT CARD,,
1/3/2022,1,2022,Papa John's,PAPA JOHN'S #2457,26.74,debit,Fast Food,CREDIT CARD,,
1/3/2022,1,2022,Chipotle,CHIPOTLE ONLINE,25.3,debit,Fast Food,CREDIT CARD,,
1/2/2022,1,2022,ANNUAL MEMBERSHIP FEE,ANNUAL MEMBERSHIP FEE,149,debit,Service Fee,CREDIT CARD,,
1/2/2022,1,2022,Costco,COSTCO WHSE #0009,233.22,debit,Groceries,CREDIT CARD,,
12/31/2021,12,2021,A Dogs Hide A Way LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
12/29/2021,12,2021,WARBY PARKER,WARBY PARKER,195,debit,Eyecare,CREDIT CARD,,
12/29/2021,12,2021,A Dogs Hide A Way LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
12/29/2021,12,2021,SPACE AGE#23,SPACE AGE#23,4.58,debit,Gas & Fuel,CREDIT CARD,,
12/28/2021,12,2021,FRED M FUEL 9482 Q76,FRED M FUEL 9482 Q76,44.13,debit,Gas & Fuel,CREDIT CARD,,
12/28/2021,12,2021,Fred Meyer,FRED MEYER 0482,53.94,debit,Groceries,CREDIT CARD,,
12/28/2021,12,2021,"Ogata Eyecare, P.C.",OGATA EYECARE PC-TIGARD,10,debit,Eyecare,CREDIT CARD,,
12/24/2021,12,2021,Fred Meyer,FRED MEYER 0661,114.82,debit,Groceries,CREDIT CARD,,
12/24/2021,12,2021,The Meating Place,THE MEATING PLACE,19.56,debit,Groceries,CREDIT CARD,,
12/22/2021,12,2021,HEALTHY PAWS PET INSURAN,HEALTHY PAWS PET INSURAN,67.05,debit,Pets,CREDIT CARD,,
12/22/2021,12,2021,A Dogs Hide A Way LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
12/22/2021,12,2021,UNITED 0162384354312,UNITED      0162384354312,11.2,debit,Air Travel,CREDIT CARD,,
12/21/2021,12,2021,Fred Meyer,FRED MEYER 0482,25.39,debit,Groceries,CREDIT CARD,,
12/21/2021,12,2021,Fred Meyer,FRED MEYER 0661,37.18,debit,Groceries,CREDIT CARD,,
12/21/2021,12,2021,A Dogs Hide A Way LLC,A DOGS HIDE A WAY LLC,30,debit,Pets,CREDIT CARD,,
12/20/2021,12,2021,Fred Meyer,FRED MEYER 0482,88.48,debit,Groceries,CREDIT CARD,,
